"Geneid" "Length"
"Erich6" 2195
"Gm8234" 1107
"AU022133" 873
"Siah2" 2999
"4930593A02Rik" 2032
"A930028O11Rik" 1108
"Mindy4b-ps" 3223
"Clrn1" 3857
"Gm22491" 102
"Gm25572" 172
"Rpl13-ps6" 636
"Gm27793" 76
"Gm43570" 3688
"Med12l" 12763
"Gpr171" 2225
"P2ry14" 11059
"Gpr87" 1565
"P2ry13" 2528
"P2ry12" 2546
"Gm43589" 1523
"Igsf10" 10150
"Gm38186" 449
"Gm37715" 235
"Gm8276" 1812
"Gm38288" 1320
"Gm37771" 265
"Gm4856" 1091
"Gm5709" 1165
"Gm37926" 2424
"Gm5538" 1235
"Gm38208" 114
"Gm37579" 142
"Gm5539" 966
"4930449A18Rik" 2978
"Gm2756" 400
"Gm8298" 1206
"C130079G13Rik" 2789
"Gm9696" 3050
"Aadacl2" 1590
"Gm18427" 515
"Aadac" 1501
"Sucnr1" 1640
"Gm24382" 107
"Tgif1-ps" 736
"Mbnl1" 18717
"Gm37589" 3994
"Gm37488" 3374
"Gm38280" 158
"Gm33707" 569
"Gm38326" 686
"Gm36985" 379
"Gm8325" 464
"Gm37035" 2148
"P2ry1" 4291
"Gm37719" 292
"Gm19901" 495
"Gm37696" 3349
"Rap2b" 6793
"B430305J03Rik" 3702
"Gm8349" 1003
"Gm9700" 1617
"Gm37404" 359
"9330121J05Rik" 3009
"Arhgef26" 10116
"Dhx36" 10217
"Gpr149" 4288
"Gm18382" 582
"Gm9701" 427
"Gm22433" 142
"Gm8388" 756
"Mme" 11542
"Gm34240" 1936
"Gm34302" 243
"Gm37279" 338
"Gm24946" 106
"Plch1" 8637
"Gm23500" 98
"Gm16162" 297
"Gm16129" 486
"Gm34379" 290
"E130311K13Rik" 2398
"Slc33a1" 3548
"Gm26850" 3211
"Gmps" 8105
"Vmn2r-ps3" 1101
"Vmn2r1" 2739
"Gm22165" 103
"Vmn2r2" 2727
"Gm5139" 249
"Gm18294" 1748
"Vmn2r3" 2748
"Gm23897" 158
"Vmn2r-ps4" 1015
"Vmn2r-ps5" 2730
"Vmn2r4" 2742
"Vmn2r-ps6" 1101
"Vmn2r-ps7" 1098
"Gm20656" 518
"Vmn2r-ps8" 898
"Vmn2r5" 2736
"Vmn2r6" 2742
"Vmn2r-ps9" 1099
"Gm20657" 515
"Vmn2r-ps10" 898
"Vmn2r-ps11" 2730
"Gm26939" 2261
"Vmn2r7" 3637
"Vmn2r-ps12" 623
"Gm20698" 233
"Gm25222" 126
"Vmn2r-ps13" 606
"Gm38048" 2174
"Kcnab1" 8593
"A330015K06Rik" 6190
"A730090N16Rik" 627
"Ssr3" 4172
"Gm5540" 1848
"Gm34780" 949
"Gm37009" 361
"4931440P22Rik" 4437
"Gm22279" 93
"Tiparp" 4358
"Gm5847" 1595
"Gm38233" 807
"Mir8120" 139
"Lekr1" 7113
"Gm37776" 2497
"Gm25755" 107
"Gm37359" 526
"Gm37131" 1561
"Gm37037" 424
"Ccnl1" 5997
"Gm37305" 4279
"Gm35106" 250
"Gm37078" 2009
"Gm19024" 1319
"Gm6546" 766
"Veph1" 7086
"Gm37822" 1109
"Gm26442" 153
"Gm36973" 259
"Tpi-rs2" 756
"Gm37330" 153
"Ptx3" 2682
"Gm17952" 747
"Gm6555" 789
"Gm38356" 408
"Gm43516" 322
"Shox2" 3311
"Rsrc1" 12000
"Gm22295" 107
"Gm17402" 228
"Mlf1" 1719
"Gfm1" 4419
"Lxn" 1508
"Gm42568" 1841
"Rarres1" 1325
"Gm35299" 421
"4930402C01Rik" 663
"Gm25919" 132
"Mfsd1" 3042
"Gm8515" 576
"Gm412" 948
"Gm37601" 394
"Gm18717" 1241
"Iqcj" 1579
"Gm21949" 2369
"Schip1" 5102
"Gm10292" 585
"Gm10723" 6918
"Gm22073" 189
"Il12a" 1701
"Gm10040" 1662
"4930535E02Rik" 655
"Gm35584" 641
"Gm7270" 1132
"Gm17641" 2350
"1110032F04Rik" 2578
"Ift80" 12428
"Gm20689" 279
"Gm20690" 355
"Gm18588" 492
"Gm20691" 333
"AC122876.1" 825
"Smc4" 5210
"Mir15b" 64
"Mir16-2" 95
"Trim59" 3352
"Kpna4" 8940
"Gm22009" 343
"Gm37558" 2983
"Gm1647" 735
"Arl14" 1200
"Ppm1l" 10496
"Gm17214" 541
"Gm17212" 259
"Gm17213" 1360
"Gm8565" 1014
"B3galnt1" 2028
"Gm37380" 397
"Gm25621" 114
"Rpl32-ps" 506
"Nmd3" 10155
"Sptssb" 1826
"Gm17895" 874
"Gm23484" 131
"Gm37784" 189
"Otol1" 2161
"Gm37681" 727
"Gm37585" 280
"Gm23477" 128
"Gm6631" 559
"Gm37213" 586
"Gm10780" 285
"Gm6634" 1804
"Gm8599" 457
"Gm38305" 223
"Gm19194" 3774
"Gm8604" 965
"Gm37617" 159
"Gm3351" 505
"Gm37603" 219
"Gm27465" 91
"Gm37901" 514
"Gm22451" 151
"Sis" 7464
"Gm37056" 1865
"Slitrk3" 4848
"Gm20754" 1553
"Gm24544" 110
"Gm37725" 2125
"Gm22538" 299
"Gm38353" 617
"4930509J09Rik" 1526
"Bche" 6741
"Gm8625" 1077
"Gm20356" 2477
"Gm6098" 330
"Gm37050" 466
"Gm8643" 625
"Gm37464" 2220
"Zbbx" 3034
"Serpini2" 1411
"Wdr49" 5513
"Gm17836" 1302
"Pdcd10" 2939
"Serpini1" 7286
"Gm37672" 4014
"Platr10" 1745
"Gm37193" 513
"Gm25846" 135
"Gm29133" 885
"Golim4" 11072
"Gm37685" 2177
"Gm37256" 566
"Gm18428" 791
"Fstl5" 9264
"Gm37897" 3561
"Gm37290" 339
"Gm19231" 830
"Gm23644" 77
"Dnmt3a-ps1" 1271
"Gm37806" 6387
"Gm38195" 1499
"Gm37576" 372
"Gm18719" 1413
"Gm6677" 441
"Gm8684" 1564
"Gm6680" 950
"Gm43326" 1638
"Gm15442" 1527
"Gm18952" 846
"Gm24749" 343
"Gm17953" 667
"Gm5277" 556
"Gm10291" 999
"Gm9762" 444
"Gm23440" 130
"Rapgef2" 14051
"Gm24150" 104
"4921511C10Rik" 1463
"6430573P05Rik" 2610
"Gm17359" 2241
"Fnip2" 8364
"Gm3513" 637
"4930589L23Rik" 1364
"Gm35067" 647
"Ppid" 4638
"Etfdh" 7505
"Gm37973" 1289
"4930579G24Rik" 1970
"Rxfp1" 10052
"Gm26984" 3510
"Tmem144" 3487
"Gm26420" 103
"Gm36569" 965
"Fam198b" 9598
"A330069K06Rik" 917
"Gm19066" 1078
"Gm43839" 2325
"Gm38295" 151
"Gm37892" 437
"Gm37971" 3391
"Gm6706" 318
"Gria2" 15548
"Gm25749" 111
"Glrb" 4655
"Gm42468" 703
"Gm29808" 468
"Gm42476" 554
"Pdgfc" 5089
"Gm16000" 447
"Gm37300" 280
"Gm4857" 785
"Gm43346" 685
"A830029E22Rik" 1194
"Gm22531" 140
"Gm9989" 3392
"Ctso" 5123
"Tdo2" 3881
"Asic5" 2307
"Gucy1b3" 3927
"Gucy1a3" 6968
"Mir7010" 63
"Map9" 6671
"Npy2r" 3383
"Gm35323" 499
"Gm29999" 2977
"Gm43347" 580
"Gm30043" 733
"Gm22038" 242
"Gm43348" 530
"Rbm46" 2499
"Rbm46os" 3445
"Lrat" 5351
"Gm30097" 768
"Fgg" 2093
"Fga" 3010
"Fgb" 3810
"Plrg1" 2816
"Gm10710" 3971
"Dchs2" 10783
"Gm38096" 2389
"1700028M03Rik" 476
"Gm22342" 298
"Rpl28-ps2" 554
"Gm24584" 107
"Sfrp2" 2153
"Gm26771" 1082
"Gm7115" 832
"Tlr2" 3014
"Tmem131l" 11726
"Gm36981" 4485
"Mnd1" 875
"Trim2" 19751
"Gm6525" 1029
"4930565D16Rik" 1112
"Fhdc1" 6270
"Arfip1" 2986
"Gm37240" 4754
"Gm8813" 595
"Gm38241" 898
"Tigd4" 3459
"Tmem154" 4738
"Fbxw7" 7046
"Gm37726" 3886
"Gm38041" 661
"Gm38313" 1266
"1700036G14Rik" 542
"Gm42813" 615
"Gm45790" 1629
"Mir466k" 122
"Gm42812" 337
"Gm15535" 1858
"Gatb" 4299
"Fam160a1" 5290
"Glt28d2" 2732
"4933425M03Rik" 1544
"Gm26204" 107
"Gm38030" 475
"Gm9790" 288
"Gm25876" 119
"Gm24501" 62
"Gm27811" 64
"Sh3d19" 8888
"Prss48" 949
"Gm25188" 122
"Rps3a1" 977
"Snord73a" 68
"Rnu73b" 71
"Gm37933" 981
"Gm37493" 433
"Gm23025" 111
"Lrba" 19324
"Gm37288" 334
"Gm26343" 131
"Gm23850" 169
"Gm25039" 107
"Mab21l2" 3049
"Gm3788" 136
"Gm37876" 1591
"Dclk2" 10553
"Gm37025" 829
"Gm23376" 160
"Gm37207" 296
"Cd1d2" 1527
"Cd1d1" 2570
"Gm8869" 947
"Gm18403" 529
"Gm37575" 309
"Gm24472" 132
"Kirrel" 7463
"Gm37855" 3700
"Gm10705" 461
"Fcrls" 2334
"Cd5l" 2036
"Fcrl1" 3560
"Fcrl5" 3480
"Etv3" 10274
"Etv3l" 325
"Gm25167" 120
"Gm24109" 103
"Arhgef11" 7951
"Lrrc71" 4552
"Pear1" 6781
"Ntrk1" 2588
"Insrr" 5714
"Sh2d2a" 5939
"Prcc" 2099
"Hdgf" 2873
"Mrpl24" 2255
"Rrnad1" 6342
"Isg20l2" 2893
"Crabp2" 1322
"Gm3745" 421
"Nes" 6416
"Bcan" 4064
"Hapln2" 2371
"Gm19439" 2273
"Gpatch4" 2447
"Naxe" 908
"Ttc24" 2351
"Iqgap3" 11384
"Mef2d" 5985
"1700113A16Rik" 1095
"AI849053" 2658
"AW047730" 2579
"Gm3764" 5813
"Mir3093" 87
"Gm25641" 108
"Mir9-1" 89
"Rhbg" 1937
"Gm38392" 1524
"Tsacc" 1112
"Gm37116" 147
"Cct3" 6370
"Glmp" 6291
"Tmem79" 2912
"Smg5" 6956
"Paqr6" 2429
"Bglap3" 2629
"Gm21956" 522
"Bglap2" 471
"Gm6821" 542
"Bglap" 618
"Pmf1" 4063
"Slc25a44" 3578
"Gm42814" 460
"Sema4a" 5406
"Mir7011" 73
"Gm5979" 571
"Lmna" 5838
"Gm37584" 1290
"Mex3a" 5778
"Mir1905" 82
"Rab25" 1673
"Lamtor2" 1218
"Ubqln4" 4147
"Ssr2" 1864
"Gm10704" 730
"Arhgef2" 9844
"Gm20652" 383
"Rxfp4" 1245
"Gm43714" 1204
"2810403A07Rik" 6720
"Gm25820" 128
"Gm25945" 135
"Rit1" 3229
"Gm17146" 372
"Gm10253" 940
"Syt11" 5205
"5830417I10Rik" 6190
"1500004A13Rik" 13854
"Gon4l" 8894
"Gm43713" 1896
"Gm23054" 162
"Msto1" 5418
"n-R5s197" 119
"Dap3" 6483
"Ash1l" 14838
"Gm26465" 107
"Gm24403" 130
"Gm43738" 2635
"Rusc1" 5598
"Fdps" 4208
"Gm22935" 104
"Gm29704" 253
"Pklr" 3236
"Hcn3" 4154
"Clk2" 5299
"Scamp3" 2270
"Gm16069" 545
"Fam189b" 3649
"Gm23269" 107
"Gba" 2559
"Mtx1" 3584
"Gm43737" 2740
"Thbs3" 4823
"Mir92b" 83
"Muc1" 2346
"Trim46" 3792
"Krtcap2" 1522
"Dpm3" 919
"Slc50a1" 1466
"Efna1" 1830
"Gm22642" 252
"Efna3" 2434
"Gm15998" 1844
"Efna4" 1599
"4731419I09Rik" 2820
"Adam15" 6145
"Dcst1" 5241
"Gm10702" 1268
"Dcst2" 2285
"Zbtb7b" 5591
"Gm15417" 1669
"Lenep" 1806
"Flad1" 4087
"Cks1b" 1126
"Shc1" 5645
"Pygo2" 3631
"Pbxip1" 4674
"Pmvk" 1713
"Kcnn3" 10451
"Adar" 8118
"Chrnb2" 8380
"4632404H12Rik" 5730
"Ube2q1" 6197
"Gm8969" 526
"She" 7222
"Il6ra" 8642
"Gm42809" 1138
"Atp8b2" 8561
"Aqp10-ps" 611
"Gm24046" 165
"Hax1" 1869
"Gm19710" 998
"Ubap2l" 18659
"Gm24608" 136
"Mir7669" 58
"4933434E20Rik" 6826
"Gm16540" 426
"Mir190b" 80
"Tpm3" 6085
"Nup210l" 5720
"Gm23723" 132
"Gm43712" 291
"Gm24185" 105
"Rps27" 1043
"Rab13" 2300
"Jtb" 1531
"Creb3l4" 1679
"Slc39a1" 2364
"Crtc2" 4094
"Dennd4b" 6031
"Mir7012" 64
"4930537H20Rik" 1683
"Gatad2b" 11443
"Gm45477" 5498
"Gm45354" 2557
"Slc27a3" 2569
"Ints3" 5677
"Npr1" 4783
"Gm16048" 663
"Gm43595" 1071
"Ilf2" 8580
"Snapin" 2290
"Chtop" 3637
"S100a1" 694
"S100a13" 715
"S100a14" 1727
"S100a16" 1617
"Gm24593" 106
"Gm23464" 147
"S100a3" 5660
"S100a2" 315
"Gm42674" 446
"S100a4" 584
"S100a5" 432
"S100a6" 1367
"Gm19739" 153
"S100a7a" 1377
"S100a8" 694
"S100a9" 522
"Gm42579" 734
"Gm5284" 903
"Pglyrp4" 2368
"Gm35013" 832
"Gm5849" 351
"Gm43235" 297
"Gm9023" 1038
"Gm7166" 303
"4930529C04Rik" 3534
"9130204L05Rik" 489
"Gm23697" 110
"Pglyrp3" 1107
"Mif-ps3" 345
"Gm25145" 110
"Lor" 1779
"Gm43736" 2281
"4930511M18Rik" 679
"Gm43735" 809
"Prr9" 1183
"Lelp1" 857
"Gm35439" 4809
"Sprr2a1" 3003
"Sprr2a2" 2910
"Gm5850" 1206
"Gm37087" 3309
"Gm5851" 1204
"Gm37752" 3309
"Sprr2a3" 2883
"Sprr2b" 784
"Gm37428" 137
"Sprr2c-ps" 301
"Sprr2d" 681
"Sprr2e" 647
"Sprr2f" 609
"Sprr2g" 651
"Sprr2h" 752
"Sprr2i" 617
"Sprr2j-ps" 678
"Gm9774" 1392
"Sprr2k" 637
"Sprr1b" 830
"Sprr3" 1222
"Gm37377" 304
"Sprr1a" 806
"Sprr4" 231
"2310046K23Rik" 677
"Ivl" 1922
"Smcp" 913
"2210017I01Rik" 822
"Lce6a" 795
"Lce1a1" 705
"Lce1b" 647
"Rpl13-ps4" 628
"Lce1a2" 715
"Lce1c" 724
"Lce1d" 678
"Gm4202" 733
"Lce1e" 711
"Lce1f" 728
"Gm38119" 755
"Lce1g" 925
"Lce1h" 706
"Lce1i" 731
"Lce1j" 703
"Lce1k" 663
"Kprp" 2729
"Gm38201" 387
"Lce1l" 670
"2310050C09Rik" 1078
"Lce3a" 549
"Lce3b" 562
"Gm38078" 392
"Lce3c" 567
"Gm24481" 102
"Lce3d" 491
"Gm22577" 109
"Lce3e" 607
"Lce3f" 611
"Crct1" 792
"Lce1m" 949
"Gm38040" 225
"Gm4858" 2142
"Gm37361" 132
"Crnn" 1865
"Gm37501" 691
"Flg2" 20803
"Gm18432" 1451
"Flg" 18829
"Rplp0-ps1" 933
"Gm37922" 455
"Gm37913" 2544
"Gm37245" 2713
"Hrnr" 11187
"Gm44353" 138
"Gm37857" 1199
"Rptn" 4146
"Gm18296" 783
"Gm22752" 109
"Gm5278" 552
"Tchh" 5823
"Tchhl1" 2066
"Gm36953" 268
"S100a11" 511
"Gm29950" 237
"S100a10" 1212
"Gm5541" 1113
"Gm38207" 3505
"Tdpoz2" 1145
"Tdpoz1" 2353
"Gm18433" 393
"Gm37596" 1021
"Gm38086" 434
"Gm5852" 1021
"Gm5773" 1143
"Tdpoz4" 1113
"Tdpoz3" 1098
"Gm37430" 196
"Gm9113" 1018
"Gm9116" 1018
"Gm37185" 410
"Gm9117" 2325
"Gm37104" 196
"Tdpoz5" 1023
"Gm37807" 190
"Gm37481" 403
"Gm9121" 1071
"Gm9124" 1092
"Gm37085" 196
"Gm9125" 2349
"Gm37081" 196
"Gm10697" 1023
"Gm37778" 190
"Gm37155" 406
"Gm5542" 1089
"Gm9131" 1089
"Gm37882" 196
"Gm5543" 1091
"Gm37001" 190
"Gm16560" 404
"Gm10696" 2327
"Gm5286" 1593
"Gm16584" 189
"Gm4982" 1098
"Gm9141" 1007
"Gm4778" 1241
"Gm16561" 192
"Them4" 4025
"Gm43743" 828
"Them5" 1540
"Gm36070" 2768
"C2cd4d" 1947
"Gm38411" 941
"Rorc" 3559
"Gm43401" 394
"Lingo4" 3645
"1700040D17Rik" 998
"Tdrkh" 6142
"Gm42463" 4886
"Gm42464" 774
"Oaz3" 4326
"Mrpl9" 2703
"Gm30023" 889
"Riiad1" 813
"Celf3" 5473
"Snx27" 6886
"Gm43773" 2162
"Gm43774" 878
"Gm43768" 1258
"Gm15235" 194
"Rpl31-ps11" 377
"Tuft1" 3117
"Gm10972" 81
"Gm15234" 1058
"BC021767" 1794
"Selenbp2" 2271
"Gm15264" 502
"Gm43711" 373
"Cgn" 6021
"Gm15263" 642
"Pogz" 9218
"Psmb4" 1951
"Gm26279" 102
"Selenbp1" 2273
"Rfx5" 5497
"B230398E01Rik" 1958
"Pi4kb" 3880
"A730011C13Rik" 2234
"Gm15265" 974
"Mir7013" 72
"Zfp687" 5952
"4930481B07Rik" 1490
"Psmd4" 2808
"Pip5k1a" 4383
"Gm24920" 85
"Gm22301" 107
"Vps72" 3639
"Tmod4" 1717
"Scnm1" 2165
"Lysmd1" 2394
"Mir8099-1" 127
"Tnfaip8l2" 1122
"Gm9169" 536
"Sema6c" 5935
"Gabpb2" 15465
"Gm16740" 956
"Mllt11" 2385
"Cdc42se1" 3258
"Gm128" 1959
"Bnipl" 2297
"Prune1" 3618
"Mindy1" 6458
"Anxa9" 2073
"6330562C20Rik" 1118
"Cers2" 3676
"Setdb1" 6853
"Gm42578" 194
"Gm37500" 1443
"4930558C23Rik" 731
"Gm5070" 862
"Gm9173" 400
"Gm4349" 2559
"Arnt" 8007
"Gm42672" 352
"Ctsk" 1512
"Ctss" 1358
"Hmgb1-ps5" 557
"Hormad1" 1729
"Golph3l" 2841
"Gm42671" 1604
"Rps10-ps1" 495
"Ensa" 5346
"E330034L11Rik" 1742
"Mcl1" 3418
"Adamtsl4" 4198
"Ecm1" 2521
"Mir7014" 63
"Tars2" 6932
"Rprd2" 11403
"Gm43436" 147
"Gm26361" 186
"Gm17815" 895
"Prpf3" 5661
"Gm26594" 1094
"Mrps21" 739
"C920021L13Rik" 2553
"Ciart" 2261
"BC028528" 1402
"Aph1a" 3450
"Car14" 2543
"Anp32e" 3566
"Gm43375" 2480
"Gm20940" 360
"Plekho1" 2172
"Vps45" 3991
"Gm43554" 186
"Otud7b" 9181
"Mtmr11" 3780
"Gm17690" 3469
"Sf3b4" 2162
"Gm22027" 127
"Sv2a" 4636
"Bola1" 1082
"Gm15444" 388
"Hist2h2ab" 444
"Hist2h2ac" 520
"Gm44492" 141
"Hist2h2be" 2620
"Hist2h3c2" 1020
"Gm20632" 2427
"Hist2h2aa2" 528
"AC125099.2" 138
"Gm20633" 2831
"Hist2h2aa1" 586
"Gm20634" 2956
"AC125099.1" 138
"Hist2h3c1" 1825
"Gm20627" 905
"Hist2h4" 1630
"Gm38227" 1602
"Gm20628" 3215
"Hist2h3b" 488
"Gm42743" 1511
"Hist2h2bb" 381
"Fcgr1" 2589
"Gm24830" 166
"Platr30" 2042
"Gm26553" 1818
"Rnu1b1" 165
"Rnu1b2" 165
"Gm17575" 2043
"Gm26689" 1818
"4930477E14Rik" 621
"Gm26654" 256
"Pafah1b1-ps1" 1046
"Gm21960" 452
"Terc" 423
"Gm24136" 165
"BC107364" 1159
"Gm26232" 166
"Gm9207" 1115
"Gm10685" 433
"Rnu1b6" 166
"Gm43534" 2853
"Gm28001" 117
"Gm25890" 165
"Gm22614" 165
"Hfe2" 2028
"Gm15441" 1676
"Txnip" 3123
"Gm16253" 550
"Polr3gl" 1597
"Ankrd34a" 2583
"Lix1l" 3620
"6330549D23Rik" 3228
"Rbm8a" 3215
"Pex11b" 2812
"Gm42957" 3624
"Itga10" 5186
"Rpl21-ps11" 480
"Ankrd35" 4081
"Pias3" 3918
"Nudt17" 2239
"Polr3c" 3386
"Gm22581" 136
"Gm42783" 795
"Rnf115" 2893
"Gm42782" 522
"Cd160" 2642
"Pdzk1" 3556
"4930442L01Rik" 2077
"Gpr89" 5365
"Gja5" 5746
"Gja8" 6940
"9230114J08Rik" 350
"4930573H18Rik" 906
"Gm43222" 603
"Gm24435" 110
"Acp6" 8503
"Bcl9" 8446
"Gm42508" 3292
"Gm43073" 1189
"Olfr1402" 4051
"Chd1l" 4309
"Gm43075" 3905
"Fmo5" 5675
"Prkab2" 5096
"Gm17651" 36
"Pde4dip" 16857
"Mir7225" 54
"Gm31305" 1374
"Gm15999" 1511
"Sec22b" 3976
"Gm5544" 891
"Notch2" 10782
"Gm42819" 5121
"Gm42820" 3063
"Adam30" 3531
"Gm9771" 1137
"Reg4" 1021
"Gm42821" 489
"Hmgcs2" 3290
"Gm43189" 3069
"Phgdh" 2486
"Zfp697" 8276
"Gm4450" 1794
"Gm43190" 1779
"Gm19210" 1350
"Hsd3b4" 1637
"Gm19211" 1206
"Gm10681" 1679
"Gm5853" 632
"Gm9678" 1149
"Hsd3b5" 1549
"Gm12399" 446
"Gm12400" 1003
"Hsd3b2" 3695
"Hsd3b3" 6396
"Hsd3b6" 1802
"Gm12427" 302
"Gm12428" 727
"Gm12431" 168
"Gm12432" 186
"Gm12433" 255
"Hsd3b1" 1855
"Hao2" 2049
"5730437C11Rik" 242
"Gm12440" 1070
"Gm12441" 588
"Gm22341" 129
"Gm24216" 117
"Wars2" 5946
"Gm43024" 4352
"Gm18982" 529
"Mir6481" 110
"Gm42717" 3463
"Tbx15" 3747
"Gm43120" 667
"Gm12449" 234
"M6pr-ps" 830
"Gm12448" 655
"Gm22505" 108
"Spag17" 8489
"Rpl36-ps7" 315
"Tra2b-ps" 168
"Spag17os" 4412
"Wdr3" 5218
"Gdap2" 4794
"Gm25802" 77
"Gm12464" 1016
"4930406D18Rik" 819
"Gm43121" 1305
"Fam46c" 6097
"Gm12474" 1410
"Gm42868" 2697
"Man1a2" 7969
"Gm43466" 5214
"Gm42869" 2121
"Gm43462" 3648
"Gm43463" 1803
"Gm12485" 291
"Gm43464" 317
"Gm23465" 262
"Vtcn1" 2622
"Trim45" 6000
"Ttf2" 7672
"Gm12488" 499
"Cd101" 3330
"Ptgfrn" 10464
"Gm43465" 2802
"Gm12486" 541
"Tpt1-ps1" 436
"Gm12490" 560
"Cd2" 1741
"Gm10355" 517
"Gm43467" 437
"Igsf3" 8479
"Gm42939" 2205
"Gm42938" 1072
"Gm42538" 858
"Atp1a1" 4568
"Gm42937" 752
"Gm42941" 1321
"Gm43135" 3462
"Gm43134" 1886
"Mab21l3" 3610
"Slc22a15" 14239
"Nhlh2" 5417
"Gm43243" 278
"Gm18894" 694
"Casq2" 2736
"Gm43244" 1285
"4632404M16Rik" 2882
"Vangl1" 7156
"Gm16160" 781
"Gm43241" 364
"A230001M10Rik" 2310
"Gm43242" 1776
"Gm43245" 468
"Ngf" 1469
"Gm42679" 2906
"Gm42678" 2221
"Gm19202" 808
"Gm42677" 127
"Gm42682" 1265
"Tspan2os" 590
"Tspan2" 4755
"Tshb" 4555
"Gm42681" 1611
"Sycp1" 3556
"Gm42816" 325
"Gm33952" 408
"Gm33866" 289
"Nr1h5" 2835
"Gm22826" 165
"Sike1" 10296
"Csde1" 10902
"Nras" 5331
"Gm43062" 1319
"Ampd1" 3548
"Gm23820" 300
"Gm43063" 1081
"Dennd2c" 6858
"Bcas2" 4390
"Gm27024" 755
"2410024N13Rik" 669
"Gm43060" 289
"Trim33" 9805
"Gm43061" 2241
"Gm25009" 102
"Gm25869" 107
"Gm25199" 104
"Syt6" 5828
"Gm43066" 1260
"Atg4a-ps" 2115
"Gm25325" 86
"Gm15986" 400
"Olfml3" 6161
"Gm10964" 120
"Hipk1" 10914
"Gm43149" 1422
"Gm15886" 1425
"Gm43387" 1066
"Dclre1b" 8405
"Gm15471" 1236
"Ap4b1" 2907
"Gm43064" 3144
"Bcl2l15" 2714
"Ptpn22" 6775
"Gm15472" 847
"Gm43065" 2092
"Gm15602" 465
"Rsbn1" 6861
"Phtf1os" 4046
"Phtf1" 7294
"Magi3" 8520
"Gm42696" 1142
"9530097N15Rik" 1068
"Gm23830" 102
"Gm42700" 2437
"Gm42699" 1657
"Gm17956" 838
"Gm42702" 4217
"Gm42701" 1657
"Gm43258" 1950
"C030032O16Rik" 716
"Gm43259" 3277
"Gm43260" 2430
"Gm43256" 3091
"Gm23077" 116
"Gm5546" 2777
"Lrig2" 11755
"Gm38412" 3895
"Gm9273" 715
"Gm43696" 6071
"A530041M06Rik" 2288
"4930509H03Rik" 1215
"Gm26091" 82
"Gm43582" 343
"Slc16a1" 4426
"Gm43581" 2864
"Gm43585" 1403
"Gm29561" 631
"Gm29560" 881
"Gm24223" 90
"Gm29572" 283
"Gm6485" 439
"Gm43584" 605
"Fam19a3" 4484
"Ppm1j" 1814
"Rhoc" 1618
"Mov10" 5607
"Capza1" 3781
"Gm42658" 1575
"Gm42659" 1754
"St7l" 11136
"Gm4525" 254
"Wnt2b" 4201
"Gm43846" 932
"Gm40117" 369
"Cttnbp2nl" 8138
"4930564D02Rik" 737
"Kcnd3os" 1353
"Kcnd3" 9587
"Gm43847" 1940
"Ddx20" 4142
"Fam212b" 4781
"Gm43848" 1247
"Rap1a" 2607
"Gm43328" 1434
"Gm43329" 3232
"Gm43330" 2153
"Gm43331" 1689
"Gm5547" 797
"Adora3" 3729
"Tmigd3" 2296
"I830077J02Rik" 2865
"Atp5f1" 4105
"Wdr77" 4841
"Gm42890" 3192
"Ovgp1" 3561
"Pifo" 1127
"Gm42722" 940
"Gm42721" 1523
"Chil5" 1509
"Gm4540" 429
"Gm9504" 468
"Gm4248" 316
"Chia1" 1903
"Chil3" 1632
"Gm43709" 559
"Chil4" 2817
"Gm6522" 1203
"Gm43212" 394
"Chil6" 1668
"Gm38244" 2586
"2010016I18Rik" 3697
"Dennd2d" 6868
"Cept1" 3116
"Dram2" 3758
"Gm43070" 415
"Gm43071" 2032
"Gm38271" 1603
"Lrif1" 9192
"Gm38253" 4678
"Cd53" 1742
"Olfr266" 2244
"Gm35507" 2761
"Gm27008" 1741
"Kcna3" 1902
"AI504432" 5569
"A930002I21Rik" 1512
"Kcna2" 11906
"Kcna10" 2168
"Cym" 1236
"A630076J17Rik" 1358
"Prok1" 3241
"Lamtor5" 884
"Slc16a4" 3879
"Rbm15" 7423
"Gm5279" 745
"Gm24383" 333
"Kcnc4" 3667
"Slc6a17" 10283
"Ubl4b" 1387
"Alx3" 1874
"Strip1" 5453
"Gm10961" 144
"Ahcyl1" 6690
"Csf1" 5281
"Gm43233" 616
"Gm36211" 1497
"Gm5075" 622
"4930554G22Rik" 686
"Eps8l3" 2271
"Gm43745" 1883
"4933431E20Rik" 6821
"Gstm5" 1278
"Gm9515" 647
"Gm12489" 148
"Gstm7" 1601
"Gstm6" 1989
"Gm12494" 521
"Gstm3" 1311
"Gm12497" 237
"Gstm2" 1679
"Gm43746" 317
"Gstm1" 1473
"Gm12498" 2458
"Gm12502" 444
"Gm12499" 546
"Gm25592" 131
"Gstm4" 1707
"Ampd2" 5224
"Gm12500" 2428
"Gnat2" 2995
"Gnai3" 3262
"Gpr61" 3686
"Gm12524" 1583
"Amigo1" 5540
"Cyb561d1" 5086
"Atxn7l2" 4946
"Sypl2" 4377
"Gm40123" 1027
"Gm12501" 529
"1700010K24Rik" 226
"Psma5" 1321
"Gm12523" 599
"Sort1" 7569
"Gm43099" 5241
"Gm12525" 554
"Mybphl" 1276
"Gm12522" 2439
"Psrc1" 3364
"Celsr2" 11513
"Sars" 5142
"Gm22942" 124
"Gm43438" 379
"5330417C22Rik" 6304
"Gm23336" 123
