Geneid	E4-1	E4-2	LN-D4-1	LN-D4-2	LN-F6-1	LN-F6-2	LN-N4-1	LN-N4-2	LN-N4-3	N1	N2	N3	T-D4-1	T-D4-2	T-D4-3	T-F6-2	T-F6-3	T-N4-1	T-N4-2
Gm18593	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Gsx2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2040	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Gm19583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1401-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdgfra	2	1	0	0	2	0	0	12	0	2	0	1	1	0	2	40	141	0	151
Gm42802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42800	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kit	0	0	293	259	233	295	108	541	343	8	135	102	3167	968	884	4534	5150	1036	1584
Gm43101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm43102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19590	0	0	0	0	0	0	0	2	0	1	0	0	0	3	0	6	0	3	2
Gm38180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdr	0	0	0	0	3	0	0	11	0	0	50	2	58	0	13	0	72	12	18
Gm24738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6051	5	8	6	5	7	7	7	5	1	3	4	2	5	4	5	5	4	3	3
Srd5a3	1654	2811	2355	2098	3165	3007	3118	2810	2723	3138	2523	2898	1030	991	1101	406	1137	1029	1121
Tmem165	5033	6665	7283	4325	5206	5481	5238	6959	6790	4702	4252	4718	420	268	463	203	344	212	177
Apc-ps1	13	12	6	6	8	7	4	3	3	4	9	3	7	5	9	10	0	7	3
Clock	1153	384	360	374	419	526	596	623	614	685	933	801	1061	788	2084	1083	1178	1315	1028
Ube2n-ps1	135	180	173	144	148	114	127	177	160	78	77	96	77	93	91	119	144	64	110
Gm43658	43	3	5	0	3	18	3	9	3	16	0	2	5	3	8	7	11	0	4
Gm7467	0	10	1	5	2	3	5	2	1	3	8	6	3	1	1	0	0	1	0
Pdcl2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
4930432L08Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Nmu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42666	4	4	0	0	2	0	0	0	5	0	2	0	3	1	2	2	1	0	1
Gm42665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoc1	2165	2596	2066	1549	1983	2101	1914	2557	1886	2104	2422	1925	2347	2344	3421	2222	2788	2385	3335
Cep135	996	688	1073	579	913	870	670	1033	700	1059	1105	1131	524	384	732	162	349	519	490
A730089K16Rik	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	3	0	0
C530008M17Rik	0	1	23	2	18	16	15	27	5	20	20	22	1	0	19	2	26	7	2
Gm7494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Aasdh	752	649	598	258	642	702	536	747	570	804	892	630	821	683	973	495	818	818	1080
Ppat	4048	6054	5856	3919	3598	3527	3005	5272	4397	3695	3682	3647	3937	3624	3251	4602	6241	4062	5317
2310040G07Rik	0	1	3	0	2	0	0	0	0	10	3	3	4	6	8	8	2	1	0
Paics	13136	19308	16418	12083	11394	9938	10204	14710	12996	8224	8383	8800	9584	9231	7829	12618	13437	7965	10910
Srp72	4640	5786	5862	4951	5456	5989	6089	6597	5865	5169	5405	5264	8755	8895	8459	10426	8994	8133	8341
Arl9	6	3	0	3	0	2	0	2	0	2	3	0	0	0	1	0	0	0	0
1700112J05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thegl	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hopx	6962	8510	3960	3218	8926	8411	9862	7054	8132	470	1005	337	14934	16928	14242	6801	6927	15132	10599
Hopxos	213	108	89	95	159	168	147	158	206	9	12	5	174	156	150	74	105	147	163
Gm15831	0	0	4	1	0	3	0	5	3	0	0	0	3	4	7	1	2	1	5
Chaer1	14	7	16	4	37	26	11	22	22	0	4	5	45	71	100	52	68	85	58
Spink2	13	0	1	0	0	1	1	0	0	0	3	0	6	0	0	9	8	4	18
Gm19060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rest	3664	3071	3163	1827	3504	3744	3747	3540	2796	4267	4430	4591	1672	1551	2145	1328	1557	1632	1631
Mir5098	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
Noa1	2396	3377	2758	1960	2590	2557	2665	3072	2871	2838	3205	3235	340	281	348	104	422	338	249
Polr2b	4662	9624	9117	6837	9231	8934	8333	10155	8978	8839	9792	10099	8874	9474	8777	11321	9516	8955	10422
Gm42758	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Igfbp7	9	11	75	18	61	24	33	57	141	69	450	44	81	15	34	40	88	20	57
Gm34648	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Gm34728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700017L05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pea15b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mthfr-ps1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
Gm43232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2199	37	37	34	28	32	21	19	37	30	15	16	24	8	8	7	12	7	5	7
Adgrl3	0	0	1	1	0	0	0	0	0	0	18	9	0	0	2	0	0	2	27
Gm43594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900064F13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700008H02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031L13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7-ps7	93	47	51	64	37	25	45	57	55	50	35	47	16	25	19	26	23	10	11
Mir1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tecrl	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm15626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Gm44303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25806	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm24792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4866	1	3	1	1	1	2	1	2	1	2	2	1	0	1	3	1	0	2	0
Epha5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	1
Hmgn2-ps1	5	8	8	6	1	0	1	5	2	0	2	0	2	0	1	1	2	0	2
Gm43532	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Gm43531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43564	0	0	0	4	0	2	0	0	1	0	0	0	3	3	3	0	1	0	4
Cenpc1	2215	1512	1977	1153	1685	1189	1374	1899	1414	1196	1035	1243	1814	1642	2017	1784	1861	1762	1949
Gm2287	0	0	5	6	1	3	0	0	0	0	0	0	5	3	0	3	8	3	15
Stap1	2640	2157	2936	1315	3601	2632	2860	3612	3287	1437	1693	1451	4120	4203	5153	2603	4205	3092	3235
Gm24524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uba6	1660	1837	1730	614	1985	1509	1865	2356	1926	1749	1738	1559	2961	2824	4089	2179	3336	3118	3235
Gnrhr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6
Gm25473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11d	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11a	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Tmprss11g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tmprss11b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	7	4	9
Gm16579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Gm43055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Gm43057	0	1	0	0	0	1	0	4	0	0	0	0	32	2	29	57	79	11	14
Ythdc1	3407	2152	2469	2200	2285	2108	2381	2509	1906	3391	3697	3234	811	832	1948	1254	897	878	778
Gm21461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt2b34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25211	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt2b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Gm7631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5869	30	39	38	41	25	30	38	34	40	47	35	30	34	26	37	72	39	24	29
Ugt2b35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0
Gm42465	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Ugt2b36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
Gm31230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt2b5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt2b37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm7646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt2a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Gm42796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Gm35570	0	2	1	0	0	0	0	0	0	1	0	2	1	0	1	0	0	4	0
Gm21049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt2b38	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
Ugt2a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt2a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult1b1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Sult1d1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Sult1e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43368	2	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1
Gm21043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csn1s1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Csn2	0	0	7	0	0	1	0	2	18	0	0	0	0	0	0	0	0	0	0
Gm25066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42845	0	0	0	1	0	0	1	0	0	2	1	2	1	1	0	2	2	0	1
Gm24314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csn1s2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csn1s2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prr27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7337	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Odam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066N21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC037156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
BC051076	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
2310003L06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cabs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smr3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7709	1	0	0	0	1	0	0	2	1	2	0	0	1	1	0	1	0	0	2
Gm42623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7048	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7714	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Prol1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amtn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43431	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Gm7721	0	0	1	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1
Ambn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enam	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jchain	268	20	43	74	15	253	47	391	250	30	4942	294	187	35	734	7	0	5	377
Gm43432	0	2	2	2	2	0	2	1	2	0	1	1	0	0	1	1	0	1	0
Utp3	5823	4706	5909	5062	4190	3788	3880	5295	4779	4273	4181	4128	3569	3868	3642	2395	3942	3352	3599
Rufy3	252	210	485	355	547	440	381	453	362	579	595	417	89	130	137	59	86	69	51
Grsf1	2572	3582	3750	2919	2826	2773	2663	3224	2759	3089	3648	3352	190	115	263	241	257	157	139
Mob1b	1031	597	662	714	727	691	689	783	800	691	562	632	635	556	877	567	878	685	706
Gm15682	3	2	5	2	4	0	0	2	3	4	4	3	0	0	4	1	5	3	1
Dck	6456	14836	12949	5974	10553	8353	7492	9852	6686	6865	6356	7809	3690	3672	2979	3718	4932	4102	6326
Gm42912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mkrn1-ps1	7	7	10	10	9	8	6	6	8	6	16	15	1	1	0	1	3	1	2
Slc4a4	0	2	2	10	7	0	15	7	0	0	1	0	1	0	0	0	0	0	0
Gc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Gm6366	6	4	3	3	2	1	3	3	2	2	1	0	0	1	0	1	0	0	1
Gm43515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npffr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts3	3	32	84	45	50	62	56	67	58	27	11	7	1	2	0	0	4	0	9
Gm25320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25758	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif5al3-ps	139	151	174	181	104	82	89	144	134	64	73	67	29	22	17	31	34	23	31
Cox18	1352	1569	1556	1395	1476	1367	1305	1554	1508	1217	974	977	385	353	492	226	415	377	431
Ankrd17	4570	2609	2543	2116	3043	3134	3176	3434	2724	3084	3313	2778	2525	1873	3478	2002	1990	1935	2328
Gm9958	150	44	70	66	74	60	48	86	90	119	113	109	15	10	30	2	47	24	22
Gm43363	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Alb	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Afp	229	379	576	484	425	537	710	664	514	1055	920	1256	125	66	92	204	149	60	218
Gm43449	0	2	1	0	1	0	4	1	0	5	2	2	0	0	1	0	0	2	0
Afm	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	2	0	3
Gm42109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Gm2602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5830473C10Rik	6	7	0	0	0	0	0	0	0	0	0	0	0	1	0	5	3	0	17
Rassf6	0	0	2	5	0	15	1	29	0	0	24	0	1	0	41	49	58	15	57
Gm43090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppbp	0	0	7	0	0	0	12	0	0	76	141	61	25	0	23	190	149	21	15
Pf4	18	0	1	0	1	2	3	1	2	23	54	36	190	59	27	1628	3799	719	532
Cxcl3	0	0	0	0	3	0	7	0	0	0	0	0	48	10	17	1559	671	251	57
Cxcl15	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	3	103	13	14	0
Gm22816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl2	0	0	0	0	12	4	3	1	7	1	0	2	179	48	143	6462	1008	877	433
Gm42530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mthfd2l	263	155	306	363	151	179	153	248	230	378	236	341	47	48	49	9	20	14	12
Epgn	0	0	9	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0
Gm19610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ereg	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	39	0	14
Areg	0	0	1	0	6	0	1	0	0	0	0	0	14	0	6	0	6	1	5
Gm23092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btc	0	0	4	23	0	12	0	0	11	6	24	8	0	0	0	5	79	0	10
Parm1	84	122	109	102	146	53	68	173	130	6	103	0	8	50	1	0	4	13	9
Trmt112-ps1	1	2	3	2	0	1	4	4	2	2	4	6	3	0	2	2	1	1	3
Gm7832	68	71	41	67	39	50	39	47	43	33	45	41	20	16	20	21	13	14	25
Gm28271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063O14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5558	36	43	39	38	30	19	18	30	30	20	22	19	17	10	11	14	12	10	6
Gm43688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
Rchy1	4301	5859	5279	5811	5244	5214	5601	5480	5238	5861	6136	5674	5432	5696	5762	6229	4368	6167	5708
Gm43039	7	1	0	3	1	8	5	1	0	2	1	9	6	7	13	3	10	8	5
Thap6	424	405	323	195	256	240	330	279	426	216	350	302	160	138	156	57	131	210	137
Gm24113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odaph	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	1	10	3	9
Cdkl2	134	113	172	93	141	140	135	134	74	48	61	11	205	267	207	52	42	201	190
Gm26582	136	44	13	17	22	29	29	35	17	32	56	30	49	35	125	261	31	75	59
G3bp2	5956	8972	8626	6969	8639	9138	8594	9744	8436	9846	10567	9914	10093	10738	10214	9503	10474	11004	12293
Gm22728	13	4	4	4	2	1	3	3	5	4	5	0	4	3	7	32	5	11	1
Gm24931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uso1	3637	4867	5487	2922	4790	4866	4752	5773	4465	8420	8692	8948	6077	6075	6089	2983	5459	6051	5930
Gm15710	33	15	23	24	17	13	24	17	24	26	22	34	15	6	16	11	24	11	14
Gm43040	0	0	1	2	0	0	0	2	0	0	0	0	4	0	2	0	0	3	3
Gm25290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U90926	0	0	0	3	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1
Ppef2	20	11	4	0	7	5	3	5	0	5	22	5	7	0	19	7	6	3	1
Naaa	332	541	408	261	493	444	548	539	447	429	401	347	545	529	744	833	3387	1705	3167
Sdad1	2626	2654	2207	1958	1972	2307	1990	3171	2650	3231	3757	3292	2798	2390	2449	4691	3555	2579	3597
Gm43599	7	1	0	2	7	2	3	1	1	3	2	0	1	0	3	1	3	2	1
Gm23031	11	1	2	6	4	2	4	1	2	8	7	3	0	4	1	6	2	1	0
Cxcl9	0	0	15	17	54	63	117	49	135	3	61	0	350	35	53	374	2769	429	1214
Art3	14	16	22	27	27	31	24	43	55	31	30	51	17	15	32	0	23	9	16
Cxcl10	141	74	281	391	444	597	285	656	964	43	129	86	503	442	491	361	4165	1626	1562
Cxcl11	0	0	0	3	3	0	9	0	0	0	0	0	14	14	1	12	306	29	60
Gm2673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup54	2138	3081	2931	1643	2160	1657	1627	2384	2035	2086	2051	1948	2250	2142	2205	2420	2233	2312	2180
Gm26039	15	5	3	2	3	1	5	4	1	2	7	0	3	2	9	3	2	3	3
Scarb2	1746	2888	2431	2491	3724	3593	4031	2706	2631	3406	3361	3697	1659	1484	1467	882	2216	1995	1931
Mir6415	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
Fam47e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stbd1	27	13	21	3	27	9	7	7	8	0	0	0	14	23	13	0	46	17	42
Ccdc158	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Shroom3	0	17	14	54	3	7	0	9	4	0	0	0	0	2	0	0	0	4	1
Gm20500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4932430I15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6450	3	10	7	8	3	3	3	4	9	6	6	3	6	2	4	11	3	3	4
Gm25521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sowahb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43172	0	0	0	3	0	1	0	4	3	0	6	0	3	0	14	21	18	3	6
